LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. γ rate
,,,,,,,,,(frame),(frame),(frame),( ),( ),( ),( ),( /frame),( /frame),( /frame),( /frame),( /frame),(quality),( ),( ),,( /frame),,(rad/frame)
Track_1025,17,17,6,0,0,0,0,0,5.0,0.0,5.0,0.6165324091659027,300.2712314698458,365.7057556196011,0.0,0.3796306976182675,0.6304382924939006,0.16525983574281367,0.3157848588434582,0.18548902352824012,249.16666666666666,1.8981534880913378,1.2191400891246678,0.32480640424176044,0.12330648183318053,0.3248064042417605,0.9780032109608466
Track_1026,18,18,66,0,0,0,0,0,65.0,0.0,65.0,18.68215720330092,230.5514154628389,320.96743181268835,0.0,1.0973461002451617,6.416094909810181,0.091522462296914,0.6105250118945701,1.2981520377785642,502.9848484848485,71.3274965159355,18.68215720330092,0.26192083159861196,0.2874178031277065,0.2619208315986119,1.7053180008597526
Track_1027,19,19,19,2,0,0,0,1,20.0,0.0,20.0,3.2863093203501275,232.72002881303146,379.0313530513719,0.0,1.8984028379559648,4.403641671696597,0.13162685849755967,1.4261810369433696,1.5903523605463463,4424.736842105263,35.29677408128784,9.106786621508594,0.09310508979607642,0.16431546601750638,0.0865545830064324,1.529397252838481
Track_1028,20,20,105,3,0,0,0,3,109.0,0.0,109.0,18.46200014838743,376.5622111543965,229.0460047014594,0.0,0.6506417245366617,2.495854878590274,0.040638776163441526,0.47547128772423564,0.5029720089983529,561.1333333333333,69.17057574895526,18.46200014838743,0.2669053994200168,0.16937614815034338,0.2603216820608306,1.6993014826022788
Track_1029,21,21,61,1,0,0,0,5,65.0,0.0,65.0,3.471512202686208,228.26470008812225,255.918374782739,0.0,0.6039431740647371,2.3969517229884874,0.06678003748660302,0.5020525815527448,0.4755839619406602,1049.27868852459,37.671925558162336,4.621181615828858,0.09215117494661855,0.053407880041326274,0.08843196236803803,1.8343405403128354
Track_1030,22,22,18,0,0,0,0,0,17.0,0.0,17.0,1.8299068536383791,195.82639436773155,224.8694566733165,0.0,0.8895972815263159,1.8066029025474084,0.12483610626797247,0.815845101486237,0.5497680439789877,368.5,15.12315378594737,1.9338210400534166,0.12100034685481756,0.107641579625787,0.12100034685481756,1.9398081419295985
Track_1031,23,23,135,2,0,0,0,4,139.0,1.0,140.0,13.521786521182664,173.6295015850249,359.5103039506418,0.0,0.7680940499815119,3.3206118295280787,0.015887139214374315,0.6414342532797024,0.6289503888303476,515.2518518518518,103.77861495953744,13.931979876172086,0.130294536369123,0.09727903972073859,0.1266499066397925,1.8322820756466456
Track_1032,24,24,20,1,0,0,0,3,22.0,1.0,23.0,5.027831735579807,193.38820317520714,318.70472783622876,0.0,0.7212045841241959,5.61173280486402,0.06962910604379066,0.4165074891054405,1.246860077291534,670.4,13.952695235717043,5.027831735579807,0.36034842377329557,0.2285378061627185,0.31688346301936826,1.9319688003750757
Track_1033,25,25,5,2,0,0,0,2,7.0,2.0,9.0,1.0964176166678603,295.2470443317085,419.08800738104026,0.0,1.2765910155478188,3.426667514477593,0.49324762208623296,0.661080038843156,1.4352287009994793,1774.0,6.953893026661882,3.426667514477593,0.15766961218185147,0.15663108809540863,0.1226948068627869,1.3364895072809677
Track_1034,26,26,3,0,0,0,0,0,2.0,6.0,8.0,2.741039517609991,360.05228361751415,408.68500315851134,0.0,1.5815440119444095,2.5196865077473523,0.643401516141467,2.5196865077473523,1.3267338410030658,1981.3333333333333,3.163088023888819,2.741039517609991,0.8665707362263205,1.3705197588049955,0.8665707362263205,1.3372054897885868
Track_1035,27,27,17,0,0,0,0,0,16.0,6.0,22.0,2.6281573317345246,349.51155170319885,373.57022650192727,0.0,0.841217609302864,1.910898827956387,0.05019934616643818,0.923256694585388,0.46553626826254285,854.4117647058823,13.459481748845826,2.8970884003838706,0.19526437798839422,0.1642598332334078,0.19526437798839424,2.04450946856877
Track_1036,28,28,4,0,0,0,0,0,3.0,7.0,10.0,0.7677456931938841,202.2219356488427,423.2187832170223,0.0,0.3636352499462923,0.8851741098039352,0.02133792414003384,0.18439371589490783,0.4589650145298766,255.0,1.0909057498388768,0.7677456931938841,0.7037690408243586,0.25591523106462805,0.7037690408243586,1.2207406770057698
Track_1037,29,29,10,2,0,0,0,3,13.0,9.0,22.0,1.7652039842684975,329.26474824023626,392.5483001921496,0.0,0.337221154644697,0.7634822769512847,0.08256740597302885,0.22360310559521962,0.2568954997481864,393.7,3.833406121289273,1.9933254492007464,0.4604792522412976,0.1357849218668075,0.4026583741754672,1.5348651508975024
Track_1038,30,30,8,2,0,0,0,3,11.0,9.0,20.0,1.7724798545827716,371.0507791450421,412.8023550559583,0.0,0.7503353069424443,1.6020330753468466,0.18092560980114566,0.6481794649803219,0.5162324750632277,1635.75,6.812638235170665,3.4145966715245346,0.2601752497926919,0.16113453223479743,0.21475003341027307,1.3348763771722698
Track_1039,31,31,5,1,0,0,0,1,5.0,10.0,15.0,0.8706453601182516,269.96211498322,421.2365734952373,0.0,0.5290097758567156,0.7298200511320085,0.2644403756124828,0.5976460982606512,0.1958370632351368,478.4,2.7136852016875137,1.0030031877165215,0.3208350620686725,0.1741290720236503,0.32916040491246773,2.189346536198056
Track_1040,32,32,5,1,0,0,0,1,5.0,10.0,15.0,1.3745311269226452,308.2355056834305,418.22563905408117,0.0,0.6508451402232464,1.0713778094914899,0.32692846688548344,0.750414528749151,0.3317491549317542,1321.2,2.930309027778469,2.008735994685506,0.46907377818943113,0.274906225384529,0.4223834648135092,0.9300659034592061
Track_1041,33,33,4,1,0,0,0,2,5.0,12.0,17.0,0.615433452250847,363.52066182530416,408.2927347603551,0.0,0.8383721745419657,1.3726533573417266,0.3043953024466317,0.8380678638375388,0.5341290924634385,2061.75,3.1239071285191606,1.3726533573417266,0.19700760199698497,0.1230866904501694,0.14681628778700379,1.3557555524279608
Track_1042,34,34,37,3,0,0,0,3,41.0,12.0,53.0,4.266916851021647,159.28915296294244,404.4072608630373,0.0,0.6495425268252244,3.4831337317324618,0.028194025308093885,0.4218740870366801,0.6839511993159962,250.54054054054055,24.410244201749492,4.597365174082157,0.1748002525397036,0.10407114270784505,0.1602222154975974,1.6366423655653213
Track_1043,35,35,31,1,0,0,0,4,34.0,16.0,50.0,1.5725327407086445,300.76610456626224,419.54175499627144,0.0,0.5439579982825085,1.4508010707920336,0.032959810654257744,0.41830607466466624,0.40839761474923414,1890.3548387096773,16.450579191092285,3.455900675820842,0.09559132979099878,0.04625096296201896,0.08502671733488913,1.8948747760233986
Track_1044,36,36,30,3,0,0,0,2,33.0,18.0,51.0,4.19349900893296,197.88988519545686,237.24286784262313,0.0,0.8638830867217018,3.4071102061053837,0.09253359425266142,0.6852690745688356,0.7112111966542658,714.3,26.309843473071084,4.628397085917208,0.15938897596350707,0.12707572754342303,0.14709829315637502,1.8362805704116163
Track_1045,37,37,70,3,0,0,0,3,74.0,19.0,93.0,11.028812091368446,367.5469456437137,268.7991826587897,0.0,0.6690663952720086,2.689549442065921,0.02965814900815786,0.5074373108265442,0.5346699090312814,847.9857142857143,47.79530851042753,11.451782592879029,0.23075093424624057,0.14903800123470873,0.22275517390784125,1.8054811244421272
Track_1046,38,38,7,2,0,0,0,1,8.0,20.0,28.0,1.6094154569252435,195.56883726957054,316.83937260984163,0.0,0.40160090986013164,0.784498688926723,0.19422347287938405,0.3728317493125201,0.20469842866594104,594.7142857142857,3.5625337643730823,1.6094154569252435,0.4517614606267348,0.20117693211565543,0.5009374410673539,1.4807164601673724
Track_1047,39,39,2,0,0,0,0,0,1.0,21.0,22.0,5.124524521853425,388.3827581005116,410.3934925261883,0.0,5.124524521853425,5.124524521853425,5.124524521853425,5.124524521853425,NaN,532.5,5.124524521853425,5.124524521853425,1.0,5.124524521853425,1.0,NaN
Track_1048,40,40,4,0,0,0,0,0,3.0,21.0,24.0,0.9111809891297227,255.21133224431833,360.3996332114307,0.0,0.8119894950147271,1.3420326347769462,0.28807436857334684,0.805861481693888,0.5270058549344301,2479.25,2.435968485044181,1.6180643682289209,0.3740528642812867,0.30372699637657424,0.3740528642812867,1.4169222157427326
Track_1049,41,41,4,0,0,0,0,0,3.0,21.0,24.0,6.993062327890261,206.6424909077674,402.6914782467907,0.0,2.403682843593001,6.908809049145979,0.14416989594796217,0.1580695856850619,3.9015599311446985,2087.5,7.211048530779003,7.062277140784553,0.9697705261643561,2.3310207759634203,0.9697705261643561,1.28216056015013
Track_1050,42,42,2,0,0,0,0,0,1.0,21.0,22.0,0.5720602846062626,319.2990873817298,417.46044033436533,0.0,0.5720602846062626,0.5720602846062626,0.5720602846062626,0.5720602846062626,NaN,2871.0,0.5720602846062626,0.5720602846062626,1.0,0.5720602846062626,1.0,NaN
Track_1051,43,43,13,1,0,0,0,5,17.0,23.0,40.0,2.4209793439653233,389.2273463748525,411.0499077312197,0.0,1.49318888311296,5.741154916917078,0.05071796456420132,0.7725432535810529,1.9546570597627362,557.5384615384615,18.171856420176525,5.568167485924901,0.13322685849956795,0.142410549645019,0.09537343282929171,1.7101062184731468
Track_1052,44,44,2,0,0,0,0,0,1.0,23.0,24.0,0.9027947542925291,327.25826157529656,405.45805186508323,0.0,0.9027947542925291,0.9027947542925291,0.9027947542925291,0.9027947542925291,NaN,4208.0,0.9027947542925291,0.9027947542925291,1.0,0.9027947542925291,1.0,NaN
Track_1053,45,45,21,2,0,0,0,4,25.0,25.0,50.0,6.139754903644379,235.48867012056914,377.29647676309366,0.0,1.1781706121420026,3.2039674533437164,0.23801795689859043,0.9040481466751544,0.9132291814233358,4268.285714285715,26.512866173468353,8.044996028674229,0.23157643023101301,0.24559019614577515,0.20845045158550826,1.6716450476585358
Track_1054,46,46,8,0,0,0,0,0,7.0,25.0,32.0,9.384647598627506,356.11400383739476,395.8557127348666,0.0,1.7534133139680383,5.970480055144666,0.39099089410438265,0.6225803201929168,2.0185845349385385,2670.5,12.273893197776268,9.384647598627506,0.7646023513002197,1.3406639426610722,0.7646023513002196,1.2005745879815481
Track_1055,47,47,2,0,0,0,0,0,1.0,27.0,28.0,1.423045014809659,195.33148749999998,248.8871768939394,0.0,1.423045014809659,1.423045014809659,1.423045014809659,1.423045014809659,NaN,333.0,1.423045014809659,1.423045014809659,1.0,1.423045014809659,1.0,NaN
Track_1056,48,48,2,0,0,0,0,0,1.0,27.0,28.0,0.2459611996997431,197.87567474816282,226.03732337854018,0.0,0.2459611996997431,0.2459611996997431,0.2459611996997431,0.2459611996997431,NaN,361.5,0.2459611996997431,0.2459611996997431,1.0,0.2459611996997431,1.0,NaN
Track_1057,49,49,2,0,0,0,0,0,1.0,28.0,29.0,0.2501786501461808,370.3777435052359,310.48886787935123,0.0,0.2501786501461808,0.2501786501461808,0.2501786501461808,0.2501786501461808,NaN,344.5,0.2501786501461808,0.2501786501461808,1.0,0.2501786501461808,1.0,NaN
Track_1058,50,50,2,0,0,0,0,0,1.0,28.0,29.0,0.5756358442206466,385.26868297824177,322.395755524432,0.0,0.5756358442206466,0.5756358442206466,0.5756358442206466,0.5756358442206466,NaN,265.0,0.5756358442206466,0.5756358442206466,1.0,0.5756358442206466,1.0,NaN
Track_1059,51,51,23,1,0,0,0,2,24.0,29.0,53.0,10.20740586719665,191.202796673708,317.2662294564462,0.0,0.7120027305411595,6.665204054073114,0.08900766309979016,0.3002933747574586,1.3901318522741533,690.9130434782609,16.164043117170962,10.20740586719665,0.6314884087603916,0.4253085777998604,0.5973412173245509,1.6133122030973328
Track_1060,52,52,12,2,0,0,0,2,14.0,33.0,47.0,9.474976302709335,356.18964387542565,396.3677329996588,0.0,0.9976649100408884,2.788761866330446,0.13143026842819064,0.6419678548805506,0.859794409612116,2641.9166666666665,17.193805597991215,9.474976302709335,0.5510691771353,0.6767840216220954,0.6783680720958283,1.4149338504206663
Track_1061,53,53,2,0,0,0,0,0,1.0,34.0,35.0,2.039191419273866,365.40293715846997,397.8451626924988,0.0,2.039191419273866,2.039191419273866,2.039191419273866,2.039191419273866,NaN,229.5,2.039191419273866,2.039191419273866,1.0,2.039191419273866,1.0,NaN
Track_1062,54,54,2,0,0,0,0,0,1.0,35.0,36.0,0.5576357649393024,186.27118622767642,307.9914051798089,0.0,0.5576357649393024,0.5576357649393024,0.5576357649393024,0.5576357649393024,NaN,1150.5,0.5576357649393024,0.5576357649393024,1.0,0.5576357649393024,1.0,NaN
Track_1063,55,55,4,0,0,0,0,0,3.0,42.0,45.0,0.8834928171358598,256.47068442049795,358.3687392201324,0.0,0.3919841943308498,0.684419890618667,0.17736433231651488,0.31416836005736754,0.26233149419967733,2334.0,1.1759525829925495,0.9050351966184275,0.7512996951693055,0.29449760571195327,0.7512996951693055,1.697526260913527
Track_1064,56,56,47,2,0,0,0,4,51.0,42.0,93.0,4.624995224958779,276.90829206228364,278.3594789703444,0.0,0.5292181344453631,2.174936413257924,0.1105050723921004,0.49282276791691226,0.4328310248903085,688.0212765957447,25.05104608819,4.624995224958779,0.1846228380514287,0.09068618088154469,0.17135879324427647,1.6524423878021708
Track_1065,57,57,4,0,0,0,0,0,3.0,42.0,45.0,1.928816808196037,210.0371792869392,399.18327091666316,0.0,1.5782462059955056,1.780621715538601,1.3024917187997653,1.6516251836481501,0.24736699298083456,1821.25,4.734738617986516,1.928816808196037,0.4073755625851805,0.6429389360653457,0.40737556258518043,1.994488472429845
Track_1066,58,58,12,0,0,0,0,0,11.0,42.0,53.0,3.071529615865552,182.04798126445772,290.2809194444385,0.0,0.6413934477144305,1.5908797849038985,0.2689481399279625,0.5229188555711003,0.3743219890391031,489.25,7.055327924858735,3.071529615865552,0.43534895168278825,0.2792299650786865,0.43534895168278814,2.143458920523954
Track_1067,59,59,30,5,0,1,0,2,32.0,47.0,79.0,13.031326006888177,213.69698912692306,422.03316126081256,0.0,1.1674414954970442,4.90030632297462,0.09929176547877538,0.5541762631787193,1.4033915925770277,375.3,38.94278333179161,13.289331625037702,0.33462749428723626,0.40722893771525553,0.3488217090843389,1.3980976651819925
Track_1068,60,60,4,1,0,0,0,2,5.0,48.0,53.0,0.4299585355389134,353.5622413983678,393.79146309593955,0.0,0.5716396737577132,0.8933878302860299,0.2813693092405005,0.5401618817466091,0.30722110290165616,2203.75,2.2776576397541404,0.5401618817466091,0.18877224040805574,0.08599170710778267,0.1504299142543942,1.8616767720549574
Track_1069,61,61,32,2,0,0,0,1,33.0,48.0,81.0,6.380135884824713,389.9630504800225,406.0132206073332,0.0,0.9524078347193791,4.072227073890706,0.08472260419043175,0.5746274087553566,1.0478321018575603,595.9375,29.749214177055208,6.380135884824713,0.2144640139686629,0.19333745105529435,0.20299859367731893,1.7382390550239835
Track_1070,62,62,8,0,0,0,0,0,7.0,50.0,57.0,0.9042360333378335,159.87367734525577,299.1491837412494,0.0,0.6704021849387993,1.1638946882265537,0.22203365592660648,0.6559681379909621,0.39019194315222133,216.5,4.692815294571596,1.4239302833625471,0.19268519568281467,0.12917657619111908,0.1926851956828147,2.135417886836039
Track_1071,63,63,2,0,0,0,0,0,1.0,50.0,51.0,1.6319323468515678,299.6343678958117,363.8724463453166,0.0,1.6319323468515678,1.6319323468515678,1.6319323468515678,1.6319323468515678,NaN,207.5,1.6319323468515678,1.6319323468515678,1.0,1.6319323468515678,1.0,NaN
Track_1072,64,64,13,2,0,0,0,3,17.0,51.0,68.0,2.892450261575593,349.9196329851138,377.31102010440515,0.0,0.5452927652578062,1.0716561628509946,0.08862554885025896,0.5682899705820162,0.3246936287649176,1186.7692307692307,8.74571267506841,3.259880177625501,0.3307277941820754,0.17014413303385842,0.3120234557915266,1.5303157048816602
Track_1073,65,65,3,1,0,0,0,3,5.0,51.0,56.0,1.0895792770635657,319.6280788292235,419.32503725706175,0.0,0.2690743361490441,0.3156238473738671,0.22252482492422104,0.3156238473738671,0.06583095009598336,2719.6666666666665,1.4850202144196896,1.0895792770635657,0.7337134312945007,0.21791585541271313,0.8098723145859829,0.6295825401434775
Track_1074,66,66,5,0,0,0,0,0,4.0,52.0,56.0,0.7732237073941424,216.11990986805912,248.21627362037572,0.0,0.7865723331447144,1.1661584029465009,0.30095935119907463,0.8617758046976021,0.3589388059475569,1639.0,3.1462893325788577,0.964285570073582,0.24575734322576404,0.1933059268485356,0.24575734322576404,2.29195741996648
Track_1075,67,67,2,0,0,0,0,0,1.0,52.0,53.0,3.7961446738837554,239.7563131982703,373.09789800111514,0.0,3.7961446738837554,3.7961446738837554,3.7961446738837554,3.7961446738837554,NaN,3998.0,3.7961446738837554,3.7961446738837554,1.0,3.7961446738837554,1.0,NaN
Track_1076,68,68,2,0,0,0,0,0,1.0,54.0,55.0,1.0848540748518356,330.1603523707952,405.7825632787771,0.0,1.0848540748518356,1.0848540748518356,1.0848540748518356,1.0848540748518356,NaN,4196.0,1.0848540748518356,1.0848540748518356,1.0,1.0848540748518356,1.0,NaN
Track_1077,69,69,2,0,0,0,0,0,1.0,54.0,55.0,0.2472761233751099,214.5153852033118,383.19063154354103,0.0,0.2472761233751099,0.2472761233751099,0.2472761233751099,0.2472761233751099,NaN,2255.5,0.2472761233751099,0.2472761233751099,1.0,0.2472761233751099,1.0,NaN
Track_1078,70,70,15,0,0,0,0,0,14.0,54.0,68.0,2.710609025165278,186.10945121025844,302.41135433410176,0.0,2.4059311927056903,6.014596791792631,0.08792575817119679,1.2092026273269163,2.193710496878672,1390.1333333333334,33.683036697879665,7.643719871297715,0.08047400979543837,0.19361493036894845,0.08047400979543837,1.55926767203476
