LABEL,TRACK_ID,N_PREDECESSORS,N_SUCCESSORS,DELTA_T,DISTANCE,MEAN_VELOCITY,TOTAL_DISTANCE,FIRST,LAST,MEAN_SUCCESSORS_DELAY,MEAN_PREDECESSORS_DELAY
Label,Track ID,Track ID,Track ID,Branch duration,Distance traveled,Mean velocity,Total distance,First spot ID,Last spot ID,Mean successors delay,Mean predecessors delay
Label,Track ID,N predecessors,N successors,Delta T,Dist,Mean V,Tot Dist,First ID,Last ID,Succ Delay,Pred Delay
,,,,(frame),( ),( /frame),( ),,,(frame),(frame)
Track_1297: ID624317 → ID627911,289,0,0,18.0,4.833866789690643,0.6526389952632372,11.74750191473827,624317,627911,0.0,0.0
Track_1298: ID625849 → ID626425,290,0,0,3.0,0.7351472604415983,0.32740169340829683,0.9822050802248905,625849,626425,0.0,0.0
Track_1299: ID625980 → ID626474,291,0,0,3.0,1.3907410634814563,0.5595762677187265,1.6787288031561793,625980,626474,0.0,0.0
Track_1300: ID626258 → ID629901,292,0,0,20.0,3.828845488818047,0.6242050604445152,12.484101208890303,626258,629901,0.0,0.0
Track_1301: ID627914 → ID629612,293,0,0,9.0,2.992952208871791,0.3474129059756916,3.1267161537812242,627914,629612,0.0,0.0
Track_1302: ID628353 → ID628762,294,0,0,4.0,2.937983187526003,0.7753201539181764,3.1012806156727057,628353,628762,0.0,0.0
Track_1303: ID629536 → ID631196,295,0,0,9.0,1.5558473852565982,0.3309711179882648,2.978740061894383,629536,631196,0.0,0.0
Track_1305: ID630110 → ID630366,297,0,0,1.0,10.340648006983363,10.340648006983363,10.340648006983363,630110,630366,0.0,0.0
Track_1304: ID630188 → ID633659,296,0,0,20.0,0.7976530664924267,0.43207016515028174,8.641403303005635,630188,633659,0.0,0.0
Track_1310: ID630435 → ID630928,302,0,0,3.0,1.4841096735321866,0.9878777757733871,2.9636333273201614,630435,630928,0.0,0.0
Track_1307: ID630466 → ID633631,299,0,0,17.0,2.4251352005704687,0.7218403892320344,12.271286616944584,630466,633631,0.0,0.0
Track_1306: ID630508 → ID630512,298,0,0,1.0,12.005958015482596,12.005958015482596,12.005958015482596,630508,630512,0.0,0.0
Track_1308: ID630705 → ID631060,300,0,0,3.0,0.5478766540180268,0.2773169511555162,0.8319508534665485,630705,631060,0.0,0.0
Track_1309: ID630848 → ID634715,301,0,0,23.0,4.195335674849049,0.49400776409073727,11.362178574086958,630848,634715,0.0,0.0
Track_1312: ID631414 → ID632014,304,0,0,3.0,1.4016125248392715,1.3662100832766368,4.0986302498299105,631414,632014,0.0,0.0
Track_1311: ID631582 → ID633592,303,0,0,11.0,2.2026591742798085,0.3118596573229617,3.430456230552579,631582,633592,0.0,0.0
Track_1313: ID631955 → ID632697,305,0,0,3.0,0.9422424078911152,0.7011217605938856,2.103365281781657,631955,632697,0.0,0.0
Track_1314: ID632205 → ID633694,306,0,0,8.0,0.6043426763196721,0.46622150829301195,3.7297720663440956,632205,633694,0.0,0.0
Track_1315: ID632937 → ID633995,307,0,0,6.0,1.2180439939139553,0.3870674390739582,2.3224046344437492,632937,633995,0.0,0.0
Track_1316: ID633076 → ID634139,308,0,0,6.0,0.582768290122092,0.5887502712474161,3.5325016274844963,633076,634139,0.0,0.0
Track_1317: ID633862 → ID634688,309,0,0,6.0,1.263480491558203,0.9013433179065053,5.408059907439032,633862,634688,0.0,0.0
Track_1318: ID633960 → ID648218,310,0,0,82.0,20.317667879662913,0.7661862490893253,62.82727242532467,633960,648218,0.0,0.0
Track_1319: ID634396 → ID634947,311,0,0,3.0,7.178600701285404,2.4691648296941704,7.407494489082511,634396,634947,0.0,0.0
Track_1322: ID635079 → ID648179,314,0,0,75.0,12.302134809866729,0.869262788639991,65.19470914799932,635079,648179,0.0,0.0
Track_1321: ID635490 → ID644013,313,0,0,51.0,4.169718805594342,0.9841799232863583,50.19317608760427,635490,644013,0.0,0.0
Track_1320: ID635664 → ID646090,312,0,0,61.0,7.521374429005368,0.5449600407846314,33.24256248786252,635664,646090,0.0,0.0
Track_1323: ID639680 → ID642224,315,0,0,12.0,2.8776631221448405,0.5499199182757614,6.599039019309137,639680,642224,0.0,0.0
Track_1324: ID644310 → ID644632,316,0,0,1.0,0.4803462544975088,0.4803462544975088,0.4803462544975088,644310,644632,0.0,0.0
Track_1325: ID644510 → ID646038,317,0,0,7.0,4.850314404329984,2.542762705149856,17.799338936048994,644510,646038,0.0,0.0
Track_1326: ID646055 → ID669404,318,0,0,140.0,20.418303620268727,0.8138162043783176,113.93426861296446,646055,669404,0.0,0.0
Track_1327: ID648349 → ID649521,319,0,0,8.0,1.236115936779698,1.3958024000337963,11.16641920027037,648349,649521,0.0,0.0
Track_1328: ID649827 → ID660443,320,0,0,64.0,10.413774387233762,1.0610182119650649,67.90516556576415,649827,660443,0.0,0.0
Track_1330: ID653651 → ID654641,322,0,0,3.0,0.7749954614667673,0.28753370820883,0.86260112462649,653651,654641,0.0,0.0
Track_1329: ID653676 → ID654647,321,0,0,3.0,0.4422123511681365,0.15021658939966034,0.450649768198981,653676,654647,0.0,0.0
Track_1331: ID659958 → ID669904,323,0,0,58.0,4.265369623313875,0.7071194720804735,41.012929380667465,659958,669904,0.0,0.0
Track_1333: ID660342 → ID686094,325,0,0,158.0,19.503561597642143,0.433780311672203,68.53728924420807,660342,686094,0.0,0.0
Track_1332: ID660447 → ID661495,324,0,0,3.0,5.713071881204338,2.16047388353678,6.48142165061034,660447,661495,0.0,0.0
Track_1334: ID661089 → ID671673,326,0,0,63.0,23.371700014114182,1.1023539969962632,69.44830181076459,661089,671673,0.0,0.0
Track_1335: ID662584 → ID663049,327,0,0,1.0,0.8573639649534046,0.8573639649534046,0.8573639649534046,662584,663049,0.0,0.0
Track_1336: ID669262 → ID669439,328,0,0,2.0,0.39816337596223245,0.20500334760764713,0.41000669521529426,669262,669439,0.0,0.0
Track_1338: ID669557 → ID670551,330,0,0,1.0,10.637787031400311,10.637787031400311,10.637787031400311,669557,670551,0.0,0.0
Track_1339: ID670472 → ID671764,331,0,0,8.0,1.4535522143810335,0.28850347888203925,2.308027831056314,670472,671764,0.0,0.0
Track_1337: ID670682 → ID710066,329,0,0,248.0,42.06883896332387,0.73608862563218,182.54997915678064,670682,710066,0.0,0.0
Track_1340: ID672149 → ID674220,332,0,0,15.0,1.7176123070036695,0.6135377626331341,9.203066439497011,672149,674220,0.0,0.0
Track_1342: ID674386 → ID681283,334,0,0,37.0,15.704127133256106,0.8282934638147802,30.646858161146866,674386,681283,0.0,0.0
Track_1341: ID674558 → ID731568,333,0,0,350.0,23.411006427187885,0.6681482249172538,233.85187872103884,674558,731568,0.0,0.0
Track_1343: ID677254 → ID677695,335,0,0,3.0,7.24220881477749,2.849823225830456,8.549469677491368,677254,677695,0.0,0.0
Track_1344: ID680117 → ID709889,336,0,0,179.0,26.01436629251708,0.42475749934025314,76.03159238190531,680117,709889,0.0,0.0
Track_1345: ID680794 → ID682761,337,0,0,10.0,0.7007905480208604,0.416287478494309,4.1628747849430905,680794,682761,0.0,0.0
Track_1346: ID683050 → ID683982,338,0,0,15.0,5.154422403936956,0.4415047426977995,6.6225711404669925,683050,683982,0.0,0.0
Track_1347: ID687553 → ID690013,339,0,0,12.0,3.0128865955822963,0.9232115270568477,11.078538324682173,687553,690013,0.0,0.0
Track_1348: ID706279 → ID707487,340,0,0,9.0,2.5508720193423375,0.5326905872281046,4.794215285052942,706279,707487,0.0,0.0
Track_1349: ID709771 → ID713098,341,0,0,20.0,2.2153419868016386,0.32790951794994105,6.5581903589988215,709771,713098,0.0,0.0
Track_1350: ID710440 → ID711152,342,0,0,6.0,2.514219671474612,0.6243928528663861,3.7463571171983165,710440,711152,0.0,0.0
Track_1351: ID711116 → ID715225,343,0,0,27.0,4.927246362252256,0.48664984350202345,13.139545774554634,711116,715225,0.0,0.0
Track_1352: ID711277 → ID715426,344,0,0,27.0,4.799082814077224,0.7781487379168608,21.01001592375524,711277,715426,0.0,0.0
Track_1353: ID713544 → ID715869,345,0,0,15.0,1.4005110329202821,0.4894851705200513,7.342277557800769,713544,715869,0.0,0.0
Track_1354: ID715689 → ID716445,346,0,0,7.0,0.5200012479300546,0.2725665631691371,1.9079659421839594,715689,716445,0.0,0.0
Track_1355: ID716958 → ID743668,347,0,0,169.0,19.234999416489842,0.3884941500408328,65.65551135690075,716958,743668,0.0,0.0
Track_1356: ID717024 → ID740775,348,0,0,149.0,9.333495348999328,1.1511680097006094,171.52403344539078,717024,740775,0.0,0.0
Track_1357: ID717222 → ID718034,349,0,0,5.0,2.2142946370641514,0.9219375466561315,4.609687733280658,717222,718034,0.0,0.0
Track_1358: ID718177 → ID718767,350,0,0,4.0,0.8414619499324391,0.25068757073978043,1.0027502829591217,718177,718767,0.0,0.0
Track_1359: ID719741 → ID719652,351,0,0,1.0,0.4051432827647285,0.4051432827647285,0.4051432827647285,719741,719652,0.0,0.0
Track_1360: ID733579 → ID735330,352,0,0,12.0,2.8934449209481583,1.198924415098251,14.387092981179011,733579,735330,0.0,0.0
Track_1361: ID738301 → ID738643,353,0,0,1.0,0.18235760977180251,0.18235760977180251,0.18235760977180251,738301,738643,0.0,0.0
Track_1362: ID739728 → ID740009,354,0,0,1.0,1.2727251277279343,1.2727251277279343,1.2727251277279343,739728,740009,0.0,0.0
Track_1363: ID740023 → ID740282,355,0,0,1.0,1.611287262162997,1.611287262162997,1.611287262162997,740023,740282,0.0,0.0
Track_1364: ID741072 → ID743813,356,0,0,19.0,1.5076238728215143,0.78411505569856,14.89818605827264,741072,743813,0.0,0.0
Track_1365: ID741992 → ID742478,357,0,0,4.0,1.8791697597245456,0.5682396884417901,2.2729587537671603,741992,742478,0.0,0.0
Track_1366: ID743865 → ID744945,358,0,0,9.0,1.601562325584532,0.5564745890598046,5.008271301538242,743865,744945,0.0,0.0
Track_1367: ID744921 → ID746110,359,0,0,11.0,0.7373556650558483,0.5850383507120205,6.4354218578322255,744921,746110,0.0,0.0
Track_1368: ID745079 → ID746217,360,0,0,11.0,2.2999385433164785,0.859938493084757,9.459323423932327,745079,746217,0.0,0.0
Track_1369: ID746325 → ID948353,361,0,0,1630.0,11.311463822719846,0.6227901350098156,1015.1479200659994,746325,948353,0.0,0.0
Track_1370: ID793186 → ID793609,362,0,0,1.0,0.3851530992587976,0.3851530992587976,0.3851530992587976,793186,793609,0.0,0.0
Track_1371: ID794328 → ID794402,363,0,0,2.0,0.891173775954629,1.3437242343556286,2.687448468711257,794328,794402,0.0,0.0
Track_1372: ID794770 → ID796298,364,0,0,10.0,3.019124628665153,0.48646775160678624,4.864677516067863,794770,796298,0.0,0.0
Track_1373: ID796450 → ID798041,365,0,0,14.0,1.3092051825562783,0.7119349934446267,9.967089908224775,796450,798041,0.0,0.0
Track_1374: ID798632 → ID800355,366,0,0,9.0,2.1938534336852746,1.4923507438790014,13.431156694911012,798632,800355,0.0,0.0
Track_1375: ID902009 → ID901507,367,0,0,1.0,0.6997416466647824,0.6997416466647824,0.6997416466647824,902009,901507,0.0,0.0
Track_1376: ID917802 → ID919032,368,0,0,4.0,1.058466523274446,0.2754346305844981,1.1017385223379923,917802,919032,0.0,0.0
Track_1377: ID925598 → ID926396,369,0,0,4.0,0.3689412693879313,0.9441655299593547,3.7766621198374186,925598,926396,0.0,0.0
Track_1378: ID934420 → ID934260,370,0,0,1.0,0.5068193333799584,0.5068193333799584,0.5068193333799584,934420,934260,0.0,0.0
Track_1067: ID562254 → ID565586,59,0,1,21.0,12.803881095471803,0.7501143565051911,15.752401486609013,562254,565586,1.0,0.0
Track_1067: ID565896 → ID565770,59,0,1,1.0,0.4928821844499061,0.4928821844499061,0.4928821844499061,565896,565770,2.0,0.0
Track_1067: ID566352 → ID567066,59,2,0,10.0,4.9080533728310956,1.275646307835001,12.756463078350011,566352,567066,0.0,1.5
