LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frame),( /frame),( ),(frame),( ),( ),( ),
ID714051 → ID714384,345,714051,714384,3.408741519144625,0.875620909907539,0.3172763526232708,0.6345527052465416,963.0,215.5057588331447,423.8551757198541,0.0,
ID713953 → ID714051,345,713953,714051,2.6627642682635932,1.1600108016019883,0.06132782658458936,0.06132782658458936,961.5,215.27243867243868,424.0641594516594,0.0,
ID714882 → ID714878,345,714882,714878,0.0387854253860462,0.463478767778376,0.3469606392765344,0.3469606392765344,966.5,215.09025346224195,424.06973695671104,0.0,
ID714685 → ID715648,345,714685,715648,1.768272608506078,3.1295598415970636,1.0355500478101805,1.0355500478101805,968.5,215.14224864344317,423.99929457360423,0.0,
ID715299 → ID715626,345,715299,715626,0.19863058482960994,2.6797210805131004,0.18864211974928935,0.18864211974928935,971.5,214.44789926600862,424.11328608791024,0.0,
ID715536 → ID715869,345,715536,715869,0.3497589317651327,0.695694360680911,0.6312839747229061,0.6312839747229061,973.5,214.25732647541156,424.57375194343285,0.0,
ID715648 → ID715384,345,715648,715384,0.0620645915401807,0.3434852275604662,0.09563985244144009,0.09563985244144009,969.5,214.6565370758116,424.28405639783034,0.0,
ID714384 → ID714410,345,714384,714410,0.6329880797601669,2.8780602522498646,0.4840240604191302,0.4840240604191302,964.5,215.60877172064036,423.836336465239,0.0,
ID713544 → ID713589,345,713544,713589,1.3098823824393508,NaN,1.1135684739917748,1.1135684739917748,959.5,214.64707011818837,424.1570447729737,0.0,
ID715384 → ID715299,345,715384,715299,0.11541553083422725,0.8823844070363339,0.3236242373961993,0.3236242373961993,970.5,214.4826888373292,424.1941754747787,0.0,
ID715799 → ID715937,346,715799,715937,1.0909700177158415,3.0113739586632158,0.5242218610422117,0.5242218610422117,975.5,278.0756956830105,321.92007135444373,0.0,
ID716277 → ID716093,346,716277,716093,0.009084975644005526,0.8575035423350098,0.23327125393881545,0.23327125393881545,977.5,278.2801599776238,322.114992916728,0.0,
ID716535 → ID716445,346,716535,716445,0.09529291655125681,3.004121688996944,0.17803579583950133,0.17803579583950133,980.5,278.19181204680024,322.334298435562,0.0,
ID715937 → ID716277,346,715937,716277,0.3648906214099996,1.9661287092463833,0.26164520965450155,0.26164520965450155,976.5,278.31792515064956,321.8930460240497,0.0,
ID716093 → ID716535,346,716093,716535,0.08313694626194196,0.18282233792363475,0.1069185296374541,0.2138370592749082,979.0,278.18479527182103,322.31306681476633,0.0,
